Artikelnummer;Artikelbez. D.;Artikelbez. E.;Bestellnr.;Artikelkat.Code;Produktgrp.Code;Status;Artikel-Land;Preiseinheit;Mengeneinheit;Anzahl VE;WaehrungsKZ;HEK-Monacor;UVP-Monacor;HEK-Monacor-Aen.;UVP-Monacor-Aen.;Brand-Bezeichnung;EAN-Code;Katalogseite;Katalogseite Neu;Gewicht per;Brutto-Gewicht;Netto-Gewicht;Zollcode;Analogartikel;Anz.Umverpackung;Anz.Exportkarton;EuroKZ; 
VCC-59/SW;Koaxialkabel, 100m;Coax Cable;0150530;4;1;STANDARD;DE;0;STUECK;1;;55;89,9;0;0;MONACOR;4007754177626;C103;;1;4,74;4,74;85442000900;;1;5;Nein;
VD-100;Non-Contact Volt-Detector;Non-Contact Volt Detector;0291990;3;1;STANDARD;CN;0;STUECK;1;USD;13,9;21,9;0;0;MONACOR;4007754206388;C174;;1;0,13;0,03;90303100900;;1;100;Nein;
VDS-2GBD/WS;Glasbruchmelder;Glass Break Sensor;0041330;2;16;STANDARD;DE;0;STUECK;1;;17,9;30,9;0;0;MONACOR;4007754055047;S71;;1;0,077;0,071;85365080990;;1;50;Ja;
VDS-34FF/WS;Reed-Kontaktpaar;Magnetic Sensor Switch;0040810;2;2;STANDARD;DE;0;STUECK;1;;5,5;10,49;0;0;MONACOR;4007754029321;S70;;1;0,09;0,085;85365080990;;1;100;Ja;
VDS-34SFF/WS;Reed-Kontaktpaar;Magnetic Sensor Switch;0042110;2;2;STANDARD;DE;0;STUECK;1;;6,1;11,99;0;0;MONACOR;4007754151497;S70;;1;0,1;0,095;85365080990;;1;100;Ja;
VGM-288ASIR;Megapixel-Objektiv, 2,8-8 mm;Megapixel Lens, 2,8-8 mm;0187550;2;7;STANDARD;CN;0;STUECK;1;;125;215;0;0;TAMRON;4007754226218;S41;;1;0,105;0,075;90021900000;;10;0;Nein;
VGM-850ASIR;Megapixel-Objektiv, 8-50mm;Megapixel Lens, 8-50mm;0182085;2;7;STANDARD;CN;0;STUECK;1;;198;339;0;0;TAMRON;4960371802350;S41;;1;0,155;0,11;90021900000;;10;0;Nein;
VML-120;Modul-Objektiv, 12mm;Module Lens, 12mm;0191980;2;7;STANDARD;KR;0;STUECK;1;USD;14,9;25,9;0;0;MONACOR;4007754188233;S41;;1;0,008;0,004;90021100900;;50;500;Nein;
VMX-440/SW;Mischpult;Mixer;0202530;8;5;STANDARD;CN;0;STUECK;1;USD;89;144,9;0;0;MONACOR;4007754212389;E41;;1;2,66;2,253;85437090990;;1;6;Nein;
VOXOUT;Telefonwaehlgeraet;Telephone Dialer;0043550;2;8;STANDARD;IT;0;STUECK;1;;102;174,9;0;0;MONACOR;4007754230369;S68;;1;0,385;0,319;85176200000;;1;30;Ja;
VRA-100M1;Drehpotentiometer;Rotary Potentiometer;0012180;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046168;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRA-100M10;Drehpotentiometer;Rotary Potentiometer;0012200;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046182;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRA-100M100;Drehpotentiometer;Rotary Potentiometer;0012230;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046212;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRA-100M1000;Drehpotentiometer;Rotary Potentiometer;0012260;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046243;C181;;1;0,008;0,008;85334010000;;100;1.000;Nein;
VRA-100M20;Drehpotentiometer;Rotary Potentiometer;0012210;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046199;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRA-100M200;Drehpotentiometer;Rotary Potentiometer;0012240;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046229;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRA-100M5;Drehpotentiometer;Rotary Potentiometer;0012190;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046175;C181;;1;0,008;0,008;85334010000;;100;1.000;Nein;
VRA-100M50;Drehpotentiometer;Rotary Potentiometer;0012220;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046205;C181;;1;0,008;0,008;85334010000;;100;1.000;Nein;
VRA-100M500;Drehpotentiometer;Rotary Potentiometer;0012250;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046236;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRA-100S10;Drehpotentiometer;Rotary Potentiometer;0012310;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046298;C181;;1;0,01;0,01;85334010000;;100;1.000;Nein;
VRA-100S100;Drehpotentiometer;Rotary Potentiometer;0012330;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046311;C181;;1;0,01;0,01;85334010000;;100;1.000;Nein;
VRA-100S50;Drehpotentiometer;Rotary Potentiometer;0012320;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046304;C181;;1;0,01;0,01;85334010000;;100;1.000;Nein;
VRA-100S500;Drehpotentiometer;Rotary Potentiometer;0012340;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046328;C181;;1;0,00826;0,00826;85334010000;;100;1.000;Nein;
VRA-141M10;Drehpotentiometer;Rotary Potentiometer;0012660;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046458;C181;;1;0,008;0,008;85334010000;VRA-100M10;100;1.000;Nein;
VRA-141M50;Drehpotentiometer;Rotary Potentiometer;0012670;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046465;C181;;1;0,008;0,008;85334010000;VRA-100M50;100;1.000;Nein;
VRA-141S10;Drehpotentiometer;Rotary Potentiometer;0012740;3;27;STANDARD;TW;0;STUECK;1;USD;3,6;7,29;0;0;MONACOR;4007754046731;C181;;1;0,009;0,009;85334010000;VRA-100S10;100;1.000;Nein;
VRA-141S100;Drehpotentiometer;Rotary Potentiometer;0012760;3;27;STANDARD;TW;0;STUECK;1;USD;3,6;7,29;0;0;MONACOR;4007754046755;C181;;1;0,01;0,01;85334010000;VRA-100S100;100;1.000;Nein;
VRA-141S50;Drehpotentiometer;Rotary Potentiometer;0012750;3;27;STANDARD;TW;0;STUECK;1;USD;3,6;7,29;0;0;MONACOR;4007754046748;C181;;1;0,01;0,01;85334010000;VRA-100S50;100;1.000;Nein;
VRB-100M1;Drehpotentiometer;Rotary Potentiometer;0012090;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046076;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRB-100M10;Drehpotentiometer;Rotary Potentiometer;0012110;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046090;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRB-100M100;Drehpotentiometer;Rotary Potentiometer;0012140;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046120;C181;;1;0,008;0,008;85334010000;;100;1.000;Nein;
VRB-100M1000;Drehpotentiometer;Rotary Potentiometer;0012170;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046151;C181;;1;0,008;0,008;85334010000;;100;1.000;Nein;
VRB-100M20;Drehpotentiometer;Rotary Potentiometer;0012120;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046106;C181;;1;0,008;0,008;85334010000;;100;1.000;Nein;
VRB-100M200;Drehpotentiometer;Rotary Potentiometer;0012150;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046137;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRB-100M5;Drehpotentiometer;Rotary Potentiometer;0012100;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046083;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRB-100M50;Drehpotentiometer;Rotary Potentiometer;0012130;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046113;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRB-100M500;Drehpotentiometer;Rotary Potentiometer;0012160;3;27;STANDARD;TW;0;STUECK;1;USD;1,3;2,59;0;0;MONACOR;4007754046144;C181;;1;0,008;0,008;85334010000;;100;1.000;Nein;
VRB-100S10;Drehpotentiometer;Rotary Potentiometer;0012270;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046250;C181;;1;0,01;0,01;85334010000;;100;1.000;Nein;
VRB-100S100;Drehpotentiometer;Rotary Potentiometer;0012290;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046274;C181;;1;0,01;0,01;85334010000;;100;1.000;Nein;
VRB-100S50;Drehpotentiometer;Rotary Potentiometer;0012280;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046267;C181;;1;0,009;0,009;85334010000;;100;1.000;Nein;
VRB-100S500;Drehpotentiometer;Rotary Potentiometer;0012300;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046281;C181;;1;0,00826;0,00826;85334010000;;100;1.000;Nein;
VRB-101M10;Drehpotentiometer;Rotary Potentiometer;0012350;3;27;STANDARD;TW;0;STUECK;1;USD;1,65;3,29;0;0;MONACOR;4007754046496;C181;;1;0,008;0,008;85334010000;VRB-100M10;100;1.000;Nein;
VRB-101M100;Drehpotentiometer;Rotary Potentiometer;0012380;3;27;STANDARD;TW;0;STUECK;1;USD;1,65;3,29;0;0;MONACOR;4007754046526;C181;;1;0,009;0,009;85334010000;VRB-100M100;100;1.000;Nein;
VRB-101M20;Drehpotentiometer;Rotary Potentiometer;0012360;3;27;STANDARD;TW;0;STUECK;1;USD;1,65;3,29;0;0;MONACOR;4007754046502;C181;;1;0,00798;0,00798;85334010000;VRB-100M20;100;1.000;Nein;
VRB-101M50;Drehpotentiometer;Rotary Potentiometer;0012370;3;27;STANDARD;TW;0;STUECK;1;USD;1,65;3,29;0;0;MONACOR;4007754046519;C181;;1;0,01;0,01;85334010000;VRB-100M50;100;1.000;Nein;
VRB-101S10;Drehpotentiometer;Rotary Potentiometer;0012410;3;27;STANDARD;TW;0;STUECK;1;USD;2,8;5,79;0;0;MONACOR;4007754046557;C181;;1;0,011;0,011;85334010000;VRB-100S10;100;1.000;Nein;
VRB-101S100;Drehpotentiometer;Rotary Potentiometer;0012430;3;27;STANDARD;TW;0;STUECK;1;USD;2,8;5,79;0;0;MONACOR;4007754046571;C181;;1;0,011;0,011;85334010000;VRB-100S100;100;1.000;Nein;
VRB-101S50;Drehpotentiometer;Rotary Potentiometer;0012420;3;27;STANDARD;TW;0;STUECK;1;USD;2,8;5,79;0;0;MONACOR;4007754046564;C181;;1;0,01;0,01;85334010000;VRB-100S50;100;1.000;Nein;
VRB-141M10;Drehpotentiometer;Rotary Potentiometer;0012620;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046410;C181;;1;0,009;0,009;85334010000;VRB-100M10;100;1.000;Nein;
VRB-141M100;Drehpotentiometer;Rotary Potentiometer;0012640;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046434;C181;;1;0,0073;0,0073;85334010000;VRB-100M100;100;1.000;Nein;
VRB-141M50;Drehpotentiometer;Rotary Potentiometer;0012630;3;27;STANDARD;TW;0;STUECK;1;USD;2,3;4,79;0;0;MONACOR;4007754046427;C181;;1;0,008;0,008;85334010000;VRB-100M50;100;1.000;Nein;
VRB-141S10;Drehpotentiometer;Rotary Potentiometer;0012700;3;27;STANDARD;TW;0;STUECK;1;USD;3,6;7,29;0;0;MONACOR;4007754046694;C181;;1;0,01;0,01;85334010000;VRB-100S10;100;1.000;Nein;
VRB-141S100;Drehpotentiometer;Rotary Potentiometer;0012720;3;27;STANDARD;TW;0;STUECK;1;USD;3,6;7,29;0;0;MONACOR;4007754046717;C181;;1;0,00933;0,00933;85334010000;VRB-100S100;100;1.000;Nein;
VRB-141S50;Drehpotentiometer;Rotary Potentiometer;0012710;3;27;STANDARD;TW;0;STUECK;1;USD;3,6;7,29;0;0;MONACOR;4007754046700;C181;;1;0,01;0,01;85334010000;VRB-100S50;100;1.000;Nein;
VSC-100/SW;Video-Kombi-Kabel 10m, schwarz;Video Combi Cable 10m, black;0150790;2;3;STANDARD;CN;0;STUECK;1;USD;12,9;18,9;0;0;MONACOR;4007754248241;C120;;1;0,725;0,638;85442000900;;1;20;Nein;
VSC-100/WS;Video-Kombi-Kabel 10m, weiss;Video Combi Cable 10m, white;0150290;2;3;STANDARD;CN;0;STUECK;1;USD;12,9;18,9;0;0;MONACOR;4007754243703;C120;;1;0,718;0,617;85442000900;;1;20;Nein;
VSC-103/SW;Video-Kombi-Kabel;Video Combi Cable;0150690;4;1;STANDARD;CN;0;STUECK;1;USD;145;229;0;0;MONACOR;4007754206715;C102;;1;8,66;8,22;85442000900;;1;1;Nein;
VSC-152/SW;Video-Kombi-Kabel;Video Combi Cable;0150570;4;1;STANDARD;DE;0;STUECK;1;;149;235;0;0;MONACOR;4007754186024;C102;;1;14,42;14,42;85442000900;;1;1;Nein;
VSC-180/SW;Video-Kombi-Kabel 18m, schwarz;Video Combi Cable 18m, black;0150800;2;3;STANDARD;CN;0;STUECK;1;USD;17,9;26,9;0;0;MONACOR;4007754248258;C120;;1;1,222;1,112;85442000900;VSC-100/SW;1;20;Nein;
VSC-180/WS;Video-Kombi-Kabel, 18m weiss;Video Combi Cable, white;0150280;2;3;STANDARD;CN;0;STUECK;1;USD;17,9;26,9;0;0;MONACOR;4007754242782;C120;;1;1,215;1,115;85442000900;;1;20;Nein;
VSC-502/SW;Video-Kombi-Kabel;Video Combi Cable;0505150;4;1;STANDARD;DE;0;STUECK;1;;499;799;0;0;MONACOR;4007754191486;C102;;1;47,54;47,54;85442000900;;1;1;Nein;
VU-800/SW;VU-Anzeige;VU Display;0202250;8;14;STANDARD;CN;0;STUECK;1;USD;62;99,9;0;0;IMG STAGELINE;4007754182774;M47;;1;1,408;0,978;90303320900;;1;9;Nein;
WA-35;Verstaerkersystem;Amplifier System;0172940;1;1;JTS;TW;0;STUECK;1;USD;349;629;0;0;JTS;4007754234107;J39;;1;3,29;2,53;85198145900;;1;4;Nein;
WALL-04/SW;2-Wege-Lautsprecherbox;2-Way Speaker Cabinet;0130070;1;2;NEUHEIT;CN;0;PAAR;2;USD;66;129,9;0;0;MONACOR;4007754261172;E103;;1;2,92;2,64;85182200900;;1;4;Nein;
WALL-04/WS;2-Wege-Lautsprecherbox;2-Way Speaker Cabinet;0130080;1;2;NEUHEIT;CN;0;PAAR;2;USD;66;129,9;0;0;MONACOR;4007754261189;E103;;1;2,92;2,64;85182200900;;1;4;Nein;
WALL-04T/SW;ELA-Lautsprecherpaar;PA Speaker Cabinet;0163560;1;2;NEUHEIT;CN;0;PAAR;2;USD;82;159,9;0;0;MONACOR;4007754261233;E102;;1;3,82;3,51;85182200900;;1;4;Nein;
WALL-04T/WS;ELA-Lautsprecherpaar;PA Speaker Cabinet;0163570;1;2;NEUHEIT;CN;0;PAAR;2;USD;82;159,9;0;0;MONACOR;4007754261240;E102;;1;3,82;3,51;85182200900;;1;4;Nein;
WALL-05/SW;2-Wege-Lautsprecherbox;2-Way Speaker Cabinet;0130100;1;2;NEUHEIT;CN;0;PAAR;2;USD;79;154,9;0;0;MONACOR;4007754261196;E103;;1;4,79;4,38;85182200900;;1;4;Nein;
WALL-05/WS;2-Wege-Lautsprecherbox;2-Way Speaker Cabinet;0130110;1;2;NEUHEIT;CN;0;PAAR;2;USD;79;154,9;0;0;MONACOR;4007754261202;E103;;1;4,79;4,38;85182200900;;1;4;Nein;
WALL-05DT;2-Wege-Lautsprecherbox;2-Way Speaker Cabinet;0132390;1;2;STANDARD;DE;0;STUECK;1;;249;489;0;0;MONACOR;4007754253900;E2;;1;2,55;2,27;85182200900;;1;6;Nein;
WALL-05T/SW;ELA-Lautsprecherpaar;PA Speaker Cabinet;0163580;1;2;NEUHEIT;CN;0;PAAR;2;USD;97;189;0;0;MONACOR;4007754261257;E102;;1;5,73;5,24;85182200900;;1;4;Nein;
WALL-05T/WS;ELA-Lautsprecherpaar;PA Speaker Cabinet;0163590;1;2;NEUHEIT;CN;0;PAAR;2;USD;97;189;0;0;MONACOR;4007754261264;E102;;1;5,73;5,24;85182200900;;1;4;Nein;
WALL-06/SW;2-Wege-Lautsprecherbox;2-Way Speaker Cabinet;0130120;1;2;NEUHEIT;CN;0;PAAR;2;USD;116;229;0;0;MONACOR;4007754261219;E103;;1;6,68;6,06;85182200900;;1;2;Nein;
WALL-06/WS;2-Wege-Lautsprecherbox;2-Way Speaker Cabinet;0130130;1;2;NEUHEIT;CN;0;PAAR;2;USD;116;229;0;0;MONACOR;4007754261226;E103;;1;6,68;6,06;85182200900;;1;2;Nein;
WALL-06T/SW;ELA-Lautsprecherpaar;PA Speaker Cabinet;0163600;1;2;NEUHEIT;CN;0;PAAR;2;USD;135;265;0;0;MONACOR;4007754261271;E102;;1;7,63;6,97;85182200900;;1;2;Nein;
WALL-06T/WS;ELA-Lautsprecherpaar;PA Speaker Cabinet;0163610;1;2;NEUHEIT;CN;0;PAAR;2;USD;135;265;0;0;MONACOR;4007754261288;E102;;1;7,63;6,97;85182200900;;1;2;Nein;
WAP-200;Internetradio;Internet Radio;0387030;8;16;STANDARD;TW;0;STUECK;1;USD;319;509;0;0;IMG -> Monacor;4007754244373;E137;;1;3,8;3,02;85279199900;;1;4;Nein;
WAP-3;Mobiler Sprachverstaerker;Waistband Amplifier;0170900;1;1;STANDARD;CN;0;STUECK;1;USD;39;69,9;0;0;MONACOR;4007754146875;E171;;1;0,85;0,68;85185000900;;1;12;Nein;
WAP-5;Mobiler Sprachverstaerker;Waistband Amplifier;0173200;1;1;STANDARD;CN;0;STUECK;1;USD;59;104,9;0;0;MONACOR;4007754217155;E171;;1;0,721;0,537;85185000900;;1;12;Nein;
WAP-7D;Mobiler Sprachverstaerker;Waistband Amplifier;0172830;1;1;STANDARD;CN;0;STUECK;1;USD;159;285;0;0;MONACOR;4007754209037;E171;;1;0,982;0,675;85185000900;;1;10;Nein;
WASH-100RGBW;LED-Moving-Wash;LED Moving Wash;0387660;9;42;STANDARD;CN;0;STUECK;1;USD;339;549;0;0;IMG STAGELINE;4007754249521;M87;;1;7,08;6,18;94054010000;;1;2;Nein;
WASH-42LED;LED-Moving-Wash;LED Moving Wash;0387740;9;42;STANDARD;CN;0;STUECK;1;USD;109;174,9;0;0;IMG -> LEUCHTKRAFT;4007754251067;M90;;1;3,41;3,1;94054039900;;1;2;Nein;
WASH-50LED;LED-Moving-Wash;Mini LED Moving Head;0387480;9;42;STANDARD;CN;0;STUECK;1;USD;189;305;0;0;IMG -> LEUCHTKRAFT;4007754246889;M88;;1;4,08;3,45;94051098900;;1;4;Nein;
WDMX-3F;Wireless DMX Transceiver;Wireless DMX Transceiver;0387620;9;51;STANDARD;CN;0;STUECK;1;USD;75;124,9;0;0;LEUCHTKRAFT;4007754249323;M111;;1;0,255;0,167;85176200000;;1;40;Nein;
WDMX-3M;Wireless DMX Transceiver;Wireless DMX Transceiver;0387630;9;51;STANDARD;CN;0;STUECK;1;USD;75;124,9;0;0;LEUCHTKRAFT;4007754249347;M111;;1;0,259;0,166;85176200000;;1;40;Nein;
WG-300;Hochtoener;Tweeter;0110110;7;1;STANDARD;TH;0;STUECK;1;USD;8,2;13,99;0;0;MONACOR;4007754187038;C260;;1;0,177;0,104;85189000990;;1;50;Nein;
WI-16F;Knebelmutter;Wing Nut;0233150;9;13;STANDARD;CN;0;STUECK;1;USD;1,5;3,19;0;0;IMG -> Monacor;4007754168921;C44;;1;0,013;0,012;39269097900;;1;400;Nein;
WI-16M;Knebelschraube;Wing Screw;0233160;9;13;STANDARD;CN;0;STUECK;1;USD;1,5;3,19;0;0;IMG -> Monacor;4007754168938;C44;;1;0,018;0,017;39269097900;;1;400;Nein;
WI-20M;Knebelschraube;Wing Screw;0235340;8;43;STANDARD;CN;0;STUECK;1;USD;1,7;3,09;0;0;IMG -> Monacor;4007754199475;C44;;1;0,019;0,018;39269097900;;20;500;Nein;
WI-40SET;Knebelschraubensatz;Wing Nut/Screw Set;0233180;9;13;STANDARD;CN;0;STUECK;1;USD;3,4;7,29;0;0;IMG -> Monacor;4007754168952;C44;;1;0,042;0,041;39269097900;;1;400;Nein;
WS-10;Mikrofon-Windschutz;Microphone Windscreen;0232560;8;34;STANDARD;CN;0;STUECK;1;USD;1,8;3,89;0;0;MONACOR;4007754152241;C25;;1;0,006;0,001;85189000990;;1;250;Nein;
WS-100;Mikrofon-Windschutz;Microphone Windscreen;0232750;8;35;STANDARD;TW;0;STUECK;1;USD;23;47,9;0;0;IMG -> Monacor;4007754154764;C24;;1;0,175;0,085;85189000990;;1;30;Nein;
WS-100/SW;Mikrofon-Windschutz;Microphone Windscreen;0235390;8;34;STANDARD;SG;0;STUECK;1;;3,9;8,49;0;0;MONACOR;4007754201017;C25;;1;0,005;0,001;85189000990;;1;250;Nein;
WS-150/SK;Mikrofon-Windschutz;Microphone Windscreen;0234310;8;34;STANDARD;CN;0;VE;4;USD;4,7;9,99;0;0;MONACOR;4007754190571;C25;;1;0,005;0,001;85189000990;;1;600;Nein;
WS-150/SW;Mikrofon-Windschutz;Microphone Windscreen;0234320;8;34;STANDARD;CN;0;VE;4;USD;4,7;9,99;0;0;MONACOR;4007754190588;C25;;1;0,005;0,001;85189000990;;50;300;Nein;
WS-20;Mikrofon-Windschutz;Microphone Windscreen;0232570;8;34;STANDARD;CN;0;STUECK;1;USD;1,4;2,99;0;0;MONACOR;4007754152258;C25;;1;0,005;0,001;85189000990;;1;250;Nein;
WS-200/SK;Mikrofon-Windschutz;Microphone Windscreen;0235400;8;34;STANDARD;SG;0;STUECK;1;;3,9;8,49;0;0;MONACOR;4007754201024;C25;;1;0,006;0,001;85189000990;;1;250;Nein;
WS-200/SW;Mikrofon-Windschutz;Microphone Windscreen;0235410;8;34;STANDARD;SG;0;STUECK;1;;3,9;8,49;0;0;MONACOR;4007754201031;C25;;1;0,006;0,005;85189000990;;1;0;Nein;
WS-3;Mikrofon-Windschutz;Microphone Windscreen;0231250;8;34;STANDARD;DE;0;STUECK;1;;3,1;6,79;0;0;MONACOR;4007754030648;C25;;1;0,011;0,004;85189000990;;1;300;Ja;
WS-30;Mikrofon-Windschutz;Microphone Windscreen;0232580;8;34;STANDARD;CN;0;STUECK;1;USD;1,8;3,89;0;0;MONACOR;4007754152265;C25;;1;0,005;0,001;85189000990;;1;250;Nein;
WS-300/SK;Mikrofon-Windschutz;Microphone Windscreen;0235420;8;34;STANDARD;SG;0;STUECK;1;;3,9;8,49;0;0;MONACOR;4007754201048;C25;;1;0,006;0,005;85189000990;;1;100;Nein;
WS-300/SW;Mikrofon-Windschutz;Microphone Windscreen;0235430;8;34;STANDARD;SG;0;STUECK;1;;3,9;8,49;0;0;MONACOR;4007754201055;C25;;1;0,006;0,005;85189000990;;1;100;Nein;
WS-40;Mikrofon-Windschutz;Microphone Windscreen;0232590;8;34;STANDARD;CN;0;STUECK;1;USD;2,1;4,79;0;0;MONACOR;4007754152272;C25;;1;0,008;0,001;85189000990;;1;250;Nein;
WS-5;Windschutz-Satz;Microphone Windscreen Set;0231260;8;34;STANDARD;TW;0;VE;5;USD;10,5;22,9;0;0;MONACOR;4007754030655;C25;;1;0,066;0,013;85189000990;;1;50;Nein;
WS-50;Mikrofon-Windschutz;Microphone Windscreen;0232600;8;34;STANDARD;CN;0;STUECK;1;USD;2,05;4,49;0;0;MONACOR;4007754152289;C25;;1;0,009;0,002;85189000990;;1;250;Nein;
WS-60;Mikrofon-Windschutz;Microphone Windscreen;0232610;8;34;STANDARD;CN;0;STUECK;1;USD;3,15;6,99;0;0;MONACOR;4007754152296;C25;;1;0,01;0,002;85181095900;;1;250;Nein;
WS-950;Mikrofon-Windschutz;Microphone Windscreen;0233760;8;34;STANDARD;CN;0;STUECK;1;USD;6,2;13,49;0;0;MONACOR;4007754179514;C24;;1;0,012;0,003;39269097900;;1;250;Nein;
WSA-10BT;Wireless Speaker Adapter;Wireless Speaker Adaptor;0255800;8;43;STANDARD;CN;0;STUECK;1;USD;59;109,9;0;0;MONACOR;4007754242799;E140;;1;0,268;0,176;85176200000;;1;20;Nein;
WSA-2;Wireless Speaker Adapter;Wireless Speaker Adaptor;0255790;8;43;STANDARD;DE;0;STUECK;1;;34;42;0;0;ORG.MAKERS BRAND;5099206051805;E140;;1;0,205;0,119;85176200000;;4;20;Nein;
WSA-20BT;Wireless Speaker Adapter;Wireless Speaker Adaptor;0257130;8;43;STANDARD;CN;0;STUECK;1;USD;31;57,9;0;0;MONACOR;4007754246445;E140;;1;0,45;0,323;85176200000;;1;20;Nein;
WSA-24R;Wireless Speaker Adapter;Wireless Speaker Adaptor;0257140;8;43;STANDARD;CN;0;STUECK;1;USD;39;72,9;0;0;IMG STAGELINE;4007754246452;M13;;1;0,488;0,357;85176200000;;1;20;Nein;
WSA-24T;Wireless Speaker Adapter;Wireless Speaker Adaptor;0257150;8;43;STANDARD;CN;0;STUECK;1;USD;49;89,9;0;0;IMG STAGELINE;4007754246469;M13;;1;0,854;0,697;85176200000;;1;20;Nein;
WSA-50WIFI;Wireless Speaker Adapter;Wireless Speaker Adaptor;0257160;8;43;STANDARD;CN;0;STUECK;1;USD;59;109,9;0;0;IMG -> Monacor;4007754246476;E141;;1;0,738;0,559;85176200000;;1;20;Nein;
WSK-500;Spruehkleber;Spray Glue;0034800;3;4;STANDARD;DE;0;STUECK;1;;8,9;18,9;0;0;ORG.MAKERS BRAND;4024596000646;C189;;1;0,497;0,497;35069190900;;12;48;Ja;
WT-1DMX;Wireless DMX-Transmitter;Wireless DMX Transmitter;0383570;9;51;STANDARD;DE;0;STUECK;1;;149;245;0;0;IMG STAGELINE;4007754206470;M111;;1;0,55;0,435;85176200000;;1;30;Ja;
XBEAM-410LED;Moving Head Beam Effekt;Moving Head Beam Effect;0387690;9;41;STANDARD;CN;0;STUECK;1;USD;199;355;0;0;IMG -> LEUCHTKRAFT;4007754249873;M89;;1;5,21;4,52;94054010000;;1;2;Nein;
XCR-10SET;Codierringe-Set;Coded Ring;0346370;4;9;STANDARD;LI;0;VE;10;;2,85;10,99;0;0;NEUTRIK;4007754155617;C136;;1;0,01;0,008;85389099990;;100;0;Ja;
XLR-207J/BL;XLR-Kupplung;XLR Jack;0347710;4;5;STANDARD;CN;0;STUECK;1;USD;1,7;5,29;0;0;MONACOR;4007754192704;C137;;1;0,031;0,031;85366990990;;100;500;Nein;
XLR-207J/GE;XLR-Kupplung;XLR Jack;0347720;4;5;STANDARD;CN;0;STUECK;1;USD;1,7;5,29;0;0;MONACOR;4007754192711;C137;;1;0,033;0,033;85366990990;;100;500;Nein;
XLR-207J/GN;XLR-Kupplung;XLR Jack;0347730;4;5;STANDARD;CN;0;STUECK;1;USD;1,7;5,29;0;0;MONACOR;4007754192728;C137;;1;0,033;0,033;85366990990;;100;500;Nein;
