Artikelnummer;Artikelbez. D.;Artikelbez. E.;Bestellnr.;Artikelkat.Code;Produktgrp.Code;Status;Artikel-Land;Preiseinheit;Mengeneinheit;Anzahl VE;WaehrungsKZ;HEK-Monacor;UVP-Monacor;HEK-Monacor-Aen.;UVP-Monacor-Aen.;Brand-Bezeichnung;EAN-Code;Katalogseite;Katalogseite Neu;Gewicht per;Brutto-Gewicht;Netto-Gewicht;Zollcode;Analogartikel;Anz.Umverpackung;Anz.Exportkarton;EuroKZ; 
MST-10;LCD-Wandhalter;LCD Wall Holder;0181130;3;18;STANDARD;CN;0;STUECK;1;USD;10,2;15,99;0;0;MONACOR;4007754199697;S47;;1;0,708;0,673;83025000000;;1;20;Nein;
MST-16;LCD-Wandhalter;LCD Wall Holder;0181160;3;18;STANDARD;CN;0;STUECK;1;USD;18,3;28,9;0;0;MONACOR;4007754199727;S47;;1;1,178;1,109;83025000000;;1;20;Nein;
MSW-252;Elektronik-Loetzinn;Soldering Wire;0034720;3;4;STANDARD;TW;0;STUECK;1;USD;19,1;42,9;0;0;MONACOR;4007754186819;C187;;1;0,269;0,262;83113000000;;20;120;Nein;
MT-30;Tasche fuer Mikrofon;Microphone Bag;0233310;8;34;STANDARD;CN;0;STUECK;1;USD;7,25;15,49;0;0;IMG -> Monacor;4007754172331;C46;;1;0,057;0,047;42029298900;;1;150;Nein;
MT-40;Tasche fuer Mikrofon;Microphone Bag;0233870;8;31;STANDARD;CN;0;STUECK;1;USD;7,5;13,99;0;0;IMG -> Monacor;4007754181623;C46;;1;0,075;0,065;42029298900;;1;125;Nein;
MUB-06;Universal-Halter;Universal Bracket;0112340;8;26;STANDARD;CN;0;STUECK;1;USD;67;104,9;0;0;IMG -> Monacor;4007754242645;E118;;1;1,36;1,24;73269098900;;1;10;Nein;
MVB-08;Montagebuegel;Vertical Bracket;0118620;8;26;STANDARD;CN;0;STUECK;1;USD;54;84,9;0;0;MONACOR;4007754235715;E115;;1;2,31;1,911;73269098900;;1;1;Nein;
MVB-10;Montagebuegel;Vertical Bracket;0118630;8;26;STANDARD;CN;0;STUECK;1;USD;69;109,9;0;0;IMG -> Monacor;4007754235722;E115;;1;2,35;1,944;73269098900;;1;1;Nein;
MVB-12;Montagebuegel;Vertical Bracket;0118640;8;26;STANDARD;CN;0;STUECK;1;USD;79;124,9;0;0;IMG -> Monacor;4007754235739;E115;;1;2,63;2,13;73269098900;;1;1;Nein;
MVB-15;Montagebuegel;Vertical Bracket;0118650;8;26;STANDARD;CN;0;STUECK;1;USD;84;134,9;0;0;IMG -> Monacor;4007754235746;E115;;1;2,77;2,25;73269098900;;1;1;Nein;
MXT-52MP3;Wandeinbau-Mischpult;In-wall Mixer;0176790;1;1;NEUHEIT;CN;0;STUECK;1;;119;209;0;0;MONACOR;4007754261387;E41;;1;1,53;1,276;85437090990;;1;8;Nein;
MZF-1012;Tragegriff;Handle;0112630;7;6;NEUHEIT;CN;0;STUECK;1;USD;3,3;7,99;0;0;MONACOR;4007754264197;C65;;1;0,206;0,204;73269098900;;25;50;Nein;
MZF-1015;Einlassgriff;Recess Handle;0112640;7;6;NEUHEIT;CN;0;STUECK;1;USD;4,8;11,49;0;0;MONACOR;4007754264203;C65;;1;0,277;0,275;73269098900;;25;50;Nein;
MZF-1015/SW;Einlassgriff;Recess Handle;0112650;7;6;NEUHEIT;CN;0;STUECK;1;USD;4,8;11,49;0;0;MONACOR;4007754264210;C65;;1;0,301;0,299;73269098900;;25;50;Nein;
MZF-303;Metallecke;Ball Corner;0112680;7;5;NEUHEIT;CN;0;STUECK;1;USD;0,95;3,79;0;0;MONACOR;4007754017304;C64;;1;0,018;0,016;83024900990;;50;200;Nein;
MZF-312/SW;Schrauben-Satz;Screw Set;0128790;8;43;STANDARD;DE;0;VE;16;;2,3;4,29;0;0;IMG -> Monacor;4007754174465;C62;;1;0,022;0,017;73181558900;;1;100;Nein;
MZF-337;Einlassgriff;Recess Handle;0127380;7;6;STANDARD;CN;0;STUECK;1;USD;3,9;8,99;0;0;MONACOR;4007754119220;C65;;1;0,21;0,205;39269097900;;1;50;Nein;
MZF-4012;Schraubensatz;Screw Set;0128720;7;6;STANDARD;CN;0;VE;100;USD;4,4;10,49;0;0;MONACOR;4007754144970;C301;;1;0,088;0,085;73181290900;;1;40;Nein;
MZF-4018;Schraubensatz;Screw Set;0128730;7;6;STANDARD;CN;0;VE;100;USD;5,9;13,99;0;0;MONACOR;4007754144987;C301;;1;0,18;0,175;73181290900;;1;40;Nein;
MZF-4019;Schraubensatz;Screw Set;0128740;7;6;STANDARD;CN;0;VE;100;USD;5,9;13,99;0;0;MONACOR;4007754144994;C301;;1;0,146;0,141;73181290900;;1;40;Nein;
MZF-4025;Schraubensatz;Screw Set;0128760;7;6;STANDARD;CN;0;VE;100;USD;6,9;16,49;0;0;MONACOR;4007754145007;C301;;1;0,208;0,205;73181290900;;1;25;Nein;
MZF-403;Metallecke;Ball Corner;0112660;7;5;NEUHEIT;CN;0;STUECK;1;USD;1,3;5,29;0;0;MONACOR;4007754264227;C64;;1;0,027;0,027;83024900990;;50;500;Nein;
MZF-4032;Schraubensatz;Screw Set;0128750;7;6;STANDARD;CN;0;VE;100;USD;8,5;19,9;0;0;MONACOR;4007754145021;C301;;1;0,271;0,266;73181290900;;1;20;Nein;
MZF-6040;Verschluss;Fastener;0125510;8;43;STANDARD;CN;0;STUECK;1;USD;1,9;3,49;0;0;MONACOR;4007754183740;C66;;1;0,039;0,038;83024200990;;50;200;Nein;
MZF-6042;Verschluss;Fastener;0125520;8;43;STANDARD;CN;0;STUECK;1;USD;2,1;3,89;0;0;MONACOR;4007754183764;C66;;1;0,06;0,058;83024900990;;50;200;Nein;
MZF-6045;Verschluss;Fastener;0129010;8;43;STANDARD;CN;0;STUECK;1;USD;2,05;3,79;0;0;MONACOR;4007754150520;C66;;1;0,068;0,067;83024200900;;100;200;Nein;
MZF-6045/SW;Verschluss;Fastener;0129020;8;43;STANDARD;CN;0;STUECK;1;USD;2,7;4,99;0;0;MONACOR;4007754150537;C66;;1;0,065;0,065;83024200900;;100;200;Nein;
MZF-703;Metallecke;Ball Corner;0112670;7;5;NEUHEIT;CN;0;STUECK;1;USD;2,2;8,99;0;0;MONACOR;4007754264234;C64;;1;0,07;0,068;83024900990;;50;200;Nein;
MZF-8112;Butterfly Verschluss;Butterfly Fastener;0122880;8;43;STANDARD;CN;0;STUECK;1;USD;6,1;10,99;0;0;MONACOR;4007754034462;C66;;1;0,213;0,211;83024200900;;25;50;Nein;
MZF-8302;Tragegriff;Strap Handle;0129000;7;6;STANDARD;CN;0;STUECK;1;USD;2,8;6,79;0;0;MONACOR;4007754150391;C65;;1;0,095;0,092;73269098900;;1;100;Nein;
MZF-8304;Tragegriffschale;Recess Handle;0128700;7;6;STANDARD;CN;0;STUECK;1;USD;7,2;16,99;0;0;MONACOR;4007754140323;C65;;1;0,45;0,445;73269098900;;1;20;Nein;
MZF-8305;Tragegriffschale;Recess Handle;0127800;7;6;STANDARD;CN;0;STUECK;1;USD;8,8;20,9;0;0;MONACOR;4007754122381;C65;;1;0,555;0,55;73269098900;;1;20;Nein;
MZF-8308;Einlasstragegriff;Pocket Recess Handle;0127370;7;5;STANDARD;CN;0;STUECK;1;USD;0,8;3,19;0;0;MONACOR;4007754119213;C65;;1;0,056;0,056;39269097900;;1;250;Nein;
MZF-8312;Tragegriff;Handle;0120510;7;6;STANDARD;CN;0;STUECK;1;USD;3,3;7,99;0;0;MONACOR;4007754172669;C65;;1;0,222;0,22;73269098900;;25;50;Nein;
MZF-8314;Einlassgriff;Recess Handle;0121010;7;6;Y;CN;0;STUECK;1;USD;4,8;11,49;0;0;MONACOR;4007754017380;C65;;1;0,344;0,342;73269098900;MZF-1015;25;50;Nein;
MZF-8502;Metallecke;Ball Corner;0121030;8;43;STANDARD;CN;0;STUECK;1;USD;1;1,79;0;0;MONACOR;4007754017403;C65;;1;0,032;0,032;83024900990;;100;500;Nein;
MZF-8502/SW;Metallecke;Ball Corner;0121720;8;43;STANDARD;CN;0;STUECK;1;USD;1,15;2,09;0;0;MONACOR;4007754017410;C65;;1;0,033;0,033;83024900990;;100;600;Nein;
MZF-8504;Metallecke;Ball Corner;0127960;8;43;Y;CN;0;STUECK;1;USD;0,9;1,69;0;0;MONACOR;4007754128017;C65;;1;0,033;0,033;83024900990;;100;200;Nein;
MZF-8505;PVC-Ecke;Plastic Corner;0124210;7;5;STANDARD;CN;0;STUECK;1;USD;0,7;2,79;0;0;MONACOR;4007754058253;C65;;1;0,01;0,01;39269097900;;100;1.000;Nein;
MZF-8507;Metallwinkel, klein;L Bracket, Small;0123230;7;5;STANDARD;CN;0;STUECK;1;USD;0,35;1,39;0;0;MONACOR;4007754046007;C65;;1;0,008;0,008;83024200900;;100;1.000;Nein;
MZF-8508;Metallwinkel, gross;L Bracket, Large;0123240;7;5;STANDARD;CN;0;STUECK;1;USD;0,5;1,99;0;0;MONACOR;4007754046014;C65;;1;0,019;0,019;83024200900;;100;500;Nein;
MZF-8512;PVC-Ecke;Plastic Corner;0120500;7;5;STANDARD;CN;0;STUECK;1;USD;0,8;3,19;0;0;MONACOR;4007754172096;C65;;1;0,018;0,018;39269097900;;100;500;Nein;
MZF-8513/SW;Metallecke;Ball Corner;0111030;7;5;STANDARD;CN;0;STUECK;1;USD;0,65;2,59;0;0;MONACOR;4007754199055;C64;;1;0,018;0,018;83024900990;;50;500;Nein;
MZF-8514/SW;Metallecke;Ball Corner;0111040;7;5;STANDARD;CN;0;STUECK;1;USD;0,65;2,59;0;0;MONACOR;4007754199062;C64;;1;0,021;0,021;83024900990;;50;1.000;Nein;
MZF-8515;Metallecke;Ball Corner;0123260;7;5;X;CN;0;STUECK;1;USD;2,2;8,99;0;0;MONACOR;4007754046038;C64;;1;0,095;0,095;83024900990;MZF-703;50;250;Nein;
MZF-8545;Metallecke;Ball Corner;0121060;7;5;STANDARD;CN;0;STUECK;1;USD;2,2;8,99;0;0;MONACOR;4007754017472;C64;;1;0,095;0,095;83024900990;;50;250;Nein;
MZF-8604;LS-Befestigungs-Satz;Screws + Wood Nuts;0121090;7;6;STANDARD;TW;0;VE;8;USD;2,2;5,29;0;0;MONACOR;4007754017502;C301;;1;0,048;0,044;73181535900;;50;300;Nein;
MZF-8605;LS-Befestigungs-Satz;Screws + Wood Nuts;0121100;7;6;STANDARD;CN;0;VE;8;USD;1,95;4,79;0;0;MONACOR;4007754017526;C301;;1;0,064;0,058;73181290900;;1;100;Nein;
MZF-8606;Einschlagmutter, M6;Wood Nut, M6;0121110;7;5;STANDARD;CN;0;STUECK;1;USD;0,3;1,19;0;0;MONACOR;4007754017533;C301;;1;0,002;0,002;73181900900;;100;1.000;Nein;
MZF-8608;Einschlagmutter, M8;Wood Nut, M8;0121530;7;5;STANDARD;TW;0;STUECK;1;USD;0,35;1,39;0;0;MONACOR;4007754017540;C301;;1;0,005;0,005;73181900900;;100;2.000;Nein;
MZF-8614;Inbus-Schraubensatz;Hex Screw Set;0126430;7;6;STANDARD;TW;0;VE;16;;3,1;7,49;0;0;MONACOR;4007754094626;C301;;1;0,034;0,029;73181290900;;100;500;Nein;
MZF-8615;Inbus-Schraubensatz;Hex Screw Set;0126440;7;6;STANDARD;TW;0;VE;16;;3,9;8,99;0;0;MONACOR;4007754094633;C301;;1;0,073;0,064;73181290900;;80;320;Nein;
MZF-8616;Inbus-Schraubensatz;Hex Screw Set;0120920;7;6;STANDARD;TW;0;VE;16;;2,8;6,79;0;0;MONACOR;4007754176483;C301;;1;0,043;0,036;73181290900;;100;500;Nein;
MZF-8624;Lautsprecher-Befestigungswink.;Speaker Clamp/Small;0121120;7;5;STANDARD;CN;0;STUECK;1;USD;0,55;2,19;0;0;MONACOR;4007754017557;C300;;1;0,021;0,02;83024900990;;100;500;Nein;
MZF-8625;Lautsprecher-Befestigungswink.;Speaker Clamp/Long;0121130;7;5;STANDARD;CN;0;STUECK;1;USD;0,6;2,39;0;0;MONACOR;4007754017564;C300;;1;0,035;0,034;83024900990;;100;500;Nein;
MZF-8626;Einschlagmutter, M5;Wood Nut, M5;0121140;7;5;STANDARD;CN;0;STUECK;1;USD;0,2;0,79;0;0;MONACOR;4007754017588;C301;;1;0,002;0,002;73181692900;;100;2.000;Nein;
MZF-8627;Lautsprecher-Schutzgitter 6,5";Speaker Grille;0124230;7;6;STANDARD;CN;0;STUECK;1;USD;2,25;5,49;0;0;MONACOR;4007754059793;C298;;1;0,094;0,092;85189000990;;1;150;Nein;
MZF-8628;Lautsprecher-Schutzgitter 5";Speaker Grille;0121150;7;6;STANDARD;CN;0;STUECK;1;USD;2,15;5,29;0;0;MONACOR;4007754017595;C298;;1;0,062;0,06;85189000990;;1;150;Nein;
MZF-8629;Lautsprecher-Schutzgitter 8";Speaker Grille;0121160;7;6;STANDARD;CN;0;STUECK;1;USD;2,75;6,79;0;0;MONACOR;4007754017618;C298;;1;0,121;0,117;85189000990;;1;100;Nein;
MZF-8630;Lautsprecher-Schutzgitter 10";Speaker Grille;0121170;7;6;STANDARD;CN;0;STUECK;1;USD;4,3;9,99;0;0;MONACOR;4007754017625;C298;;1;0,183;0,181;85189000990;;1;100;Nein;
MZF-8631;Lautsprecher-Schutzgitter 12";Speaker Grille;0121180;7;6;STANDARD;CN;0;STUECK;1;USD;7,2;16,99;0;0;MONACOR;4007754017632;C298;;1;0,286;0,282;85189000990;;1;50;Nein;
MZF-8632;Lautsprecher-Schutzgitter 15";Speaker Grille;0121190;7;6;STANDARD;CN;0;STUECK;1;USD;9,4;21,9;0;0;MONACOR;4007754017656;C298;;1;0,435;0,425;85189000990;;1;50;Nein;
MZF-8633;Lautsprecher-Schutzgitter 18";Speaker Grille;0121200;7;6;STANDARD;CN;0;STUECK;1;USD;14,9;34,9;0;0;MONACOR;4007754017670;C298;;1;0,573;0,554;85189000990;;1;50;Nein;
MZF-8645;Kaefigmuttern-Satz;Cage Nuts Set;0123500;8;43;STANDARD;CN;0;VE;4;USD;2,9;5,29;0;0;IMG -> Monacor;4007754072433;C55;;1;0,034;0,03;74153300000;;1;250;Nein;
MZF-8646;Montage-Satz;Mounting Set;0126730;8;43;STANDARD;CN;0;VE;12;USD;4,7;8,49;0;0;IMG -> Monacor;4007754102345;C55;;1;0,067;0,063;74153300000;;1;1.000;Nein;
MZF-8648;Kaefigmuttern-Satz;Cage Nuts Set;0129410;8;43;STANDARD;DE;0;VE;4;;2,9;5,29;0;0;MONACOR;4007754160581;C55;;1;0,043;0,038;74153300000;;1;100;Nein;
MZF-8688;Lautsprecher-Befestigungssatz;Screws + Wood Nuts;0121650;7;6;STANDARD;TW;0;VE;8;USD;4,8;11,49;0;0;MONACOR;4007754017687;C301;;1;0,205;0,197;73181290900;;25;75;Nein;
MZT-223;Klinken-Einbaubuchse;Jack Socket;0340690;4;8;STANDARD;CN;0;STUECK;1;;1,05;1,89;0;0;NEUTRIK;4007754017755;C142;;1;0,008;0,008;85369010000;MZT-223G;100;1.000;Nein;
MZT-223G;Klinken-Einbaubuchse;Jack Socket;0342550;4;8;STANDARD;CN;0;STUECK;1;;1,8;3,29;0;0;NEUTRIK;4007754017762;C142;;1;0,008;0,008;85369010000;;10;1.000;Nein;
MZT-233;Klinken-Einbaubuchse;Jack Socket;0348970;4;8;STANDARD;CN;0;STUECK;1;;0,5;0,89;0;0;NEUTRIK;4007754244892;C142;;1;0,008;0,008;85366990990;;100;0;Nein;
NA-2FP;Adapter;Adaptor;0347210;4;8;STANDARD;GB;0;STUECK;1;;7,9;14,49;0;0;NEUTRIK;7613187006609;C150;;1;0,054;0,053;85366990990;;25;500;Ja;
NA-2FPMF;Adapter;Adaptor;0345870;4;8;STANDARD;GB;0;STUECK;1;;7,9;14,49;0;0;NEUTRIK;7613187006661;C150;;1;0,044;0,042;85366990990;;25;500;Ja;
NA-2MD0BTX;Adapter;Adaptor;0347680;4;8;STANDARD;LI;0;STUECK;1;;24,3;44,9;0;0;NEUTRIK;4007754192513;C151;;1;0,095;0,085;85366990990;;25;0;Ja;
NA-2MJTX;Adapter;Adaptor;0347660;4;8;STANDARD;LI;0;STUECK;1;;24,3;44,9;0;0;NEUTRIK;4007754192490;C151;;1;0,072;0,07;85366990990;;25;200;Ja;
NA-2MP;Adapter;Adaptor;0347200;4;8;STANDARD;GB;0;STUECK;1;;7,9;14,49;0;0;NEUTRIK;7613187006616;C150;;1;0,048;0,046;85366990990;;25;500;Ja;
NA-2MPMF;Adapter;Adaptor;0345880;4;8;STANDARD;LI;0;STUECK;1;;7,9;14,49;0;0;NEUTRIK;7613187006692;C150;;1;0,04;0,038;85366990990;;25;250;Ja;
NA-35;Klinkenbuchse;Mini Jack Socket;0340710;4;5;STANDARD;TW;0;STUECK;1;USD;1;2,99;0;0;MONACOR;4007754017793;C142;;1;0,002;0,002;85369010000;;100;5.000;Nein;
NA-3F5M;Adapter;Adaptor;0346530;4;8;STANDARD;GB;0;STUECK;1;;9,8;17,99;0;0;NEUTRIK;7613187004704;C150;;1;0,066;0,064;85366990990;;25;250;Ja;
NA-3FDM;Adapter;Adaptor;0348510;4;1;STANDARD;GB;0;STUECK;1;;6,45;9,99;0;0;NEUTRIK;7613187002199;C139;;1;0,06;0,058;85366990990;;25;200;Ja;
NA-3FF;Adapter;Adaptor;0345890;4;8;STANDARD;GB;0;STUECK;1;;7,2;12,99;0;0;NEUTRIK;7613187004711;C150;;1;0,063;0,06;85366990990;;25;250;Ja;
NA-3FJ;Adapter;Adaptor;0345900;4;8;STANDARD;LI;0;STUECK;1;;10,2;18,9;0;0;NEUTRIK;7613187004735;C150;;1;0,061;0,058;85366990990;;100;500;Ja;
NA-3FP;Adapter;Adaptor;0345910;4;8;STANDARD;GB;0;STUECK;1;;8,9;16,49;0;0;NEUTRIK;7613187006623;C150;;1;0,052;0,05;85366990990;;25;500;Ja;
NA-3M5F;Adapter;Adaptor;0346520;4;8;STANDARD;GB;0;STUECK;1;;10,6;18,9;0;0;NEUTRIK;7613187004766;C150;;1;0,069;0,068;85366990990;;25;400;Ja;
NA-3MDF;Adapter;Adaptor;0348520;4;1;STANDARD;GB;0;STUECK;1;;6,4;9,99;0;0;NEUTRIK;7613187002243;C139;;1;0,062;0,06;85366990990;;25;200;Ja;
NA-3MJ;Adapter;Adaptor;0345920;4;8;STANDARD;GB;0;STUECK;1;;9,9;17,99;0;0;NEUTRIK;7613187004780;C150;;1;0,05;0,047;85366990990;;100;500;Ja;
NA-3MM;Adapter;Adaptor;0345930;4;8;STANDARD;GB;0;STUECK;1;;6,8;12,49;0;0;NEUTRIK;7613187004797;C150;;1;0,05;0,047;85366990990;;25;0;Ja;
NA-3MP;Adapter;Adaptor;0345940;4;8;STANDARD;LI;0;STUECK;1;;8,9;16,49;0;0;NEUTRIK;7613187006630;C150;;1;0,049;0,047;85366990990;;100;500;Ja;
NA-4LJX;Adapter;Adaptor;0347950;4;8;STANDARD;LI;0;STUECK;1;;7,1;12,99;0;0;NEUTRIK;7613187004810;C151;;1;0,06;0,057;85366990990;;25;200;Ja;
NAC-3FCA;PowerCon-Stecker;PowerCon Plug;0345640;4;8;STANDARD;LI;0;STUECK;1;;5,2;9,49;0;0;NEUTRIK;7613187002298;C133;;1;0,038;0,035;85366990990;;50;250;Ja;
NAC-3FCB;PowerCon-Stecker;PowerCon Plug;0345650;4;8;STANDARD;LI;0;STUECK;1;;5,2;9,49;0;0;NEUTRIK;7613187002328;C133;;1;0,04;0,037;85366990990;;50;250;Ja;
NAC-3FCHC;PowerCon-Stecker;PowerCon Plug;0348380;4;8;STANDARD;LI;0;STUECK;1;;13,6;24,9;0;0;NEUTRIK;7613187002281;C133;;1;0,075;0,072;85366990990;;25;100;Ja;
NAC-3FPX;PowerCon-Einbaubuchse;PowerCon Chassis Plug;0348910;4;8;STANDARD;LI;0;STUECK;1;;4,95;8,99;0;0;NEUTRIK;4007754231373;C132;;1;0,021;0,02;85366990990;;100;500;Ja;
NAC-3FXW;PowerCon-Kupplung;PowerCon Connector;0343050;4;8;STANDARD;LI;0;STUECK;1;;5,6;9,99;0;0;NEUTRIK;7613187008238;C132;;1;0,04;0,036;85366990990;;50;200;Nein;
NAC-3MPA1;PowerCon-Einbaubuchse;PowerCon Chassis Jack;0348790;4;8;STANDARD;GB;0;STUECK;1;;2,85;5,29;0;0;NEUTRIK;4007754225945;C133;;1;0,014;0,012;85366990990;;100;400;Ja;
NAC-3MPB1;PowerCon-Einbaubuchse;PowerCon Chassis Jack;0348780;4;8;STANDARD;LI;0;STUECK;1;;2,85;5,29;0;0;NEUTRIK;4007754225938;C133;;1;0,014;0,012;85366990990;;100;400;Ja;
NAC-3MPHC;PowerCon-Einbaubuchse;PowerCon Chassis Jack;0348390;4;8;STANDARD;LI;0;STUECK;1;;8,3;14,99;0;0;NEUTRIK;4007754206593;C133;;1;0,028;0,026;85369010000;;40;500;Ja;
NAC-3MPX;PowerCon-Einbaustecker;PowerCon Chassis Jack;0348840;4;8;STANDARD;LI;0;STUECK;1;;2,85;5,29;0;0;NEUTRIK;4007754228267;C132;;1;0,013;0,011;85366990990;;100;500;Ja;
NAC-3MXW;PowerCon-Stecker;PowerCon Plug;0343060;4;8;STANDARD;LI;0;STUECK;1;;5,6;9,99;0;0;NEUTRIK;7613187008245;C132;;1;0,04;0,036;85366990990;;50;200;Nein;
NADB-15FF;D-Sub Einbaubuchse;D-Sub Chassis Jack;0343210;4;8;NEUHEIT;LI;0;STUECK;1;;15,6;28,9;0;0;NEUTRIK;7613187008931;C122;;1;0,033;0,03;85366990990;;25;0;Nein;
NADB-15FFB;D-Sub Einbaubuchse;D-Sub Chassis Jack;0343340;4;8;NEUHEIT;LI;0;STUECK;1;;15,8;28,9;0;0;NEUTRIK;7613187008948;C122;;1;0,033;0,03;85366990990;;25;0;Nein;
NADB-9MF;D-Sub Einbaustecker;D-Sub Chassis Plug;0342860;4;8;NEUHEIT;LI;0;STUECK;1;;9,3;16,99;0;0;NEUTRIK;7613187008276;C122;;1;0,031;0,028;85366990990;;25;0;Nein;
NADB-9MFB;D-Sub Einbaustecker;D-Sub Chassis Plug;0342870;4;8;NEUHEIT;LI;0;STUECK;1;;9,6;17,49;0;0;NEUTRIK;7613187008283;C122;;1;0,032;0,029;85366990990;;25;0;Nein;
NAHDMIW;HDMI-Einbauverbinder;HDMI Chassis Connector;0348630;4;8;STANDARD;LI;0;STUECK;1;;9,9;17,99;0;0;NEUTRIK;7613187005022;C118;;1;0,033;0,03;85366990990;;100;500;Ja;
NAHDMIWB;HDMI-Einbauverbinder;HDMI Chassis Connector;0348640;4;8;STANDARD;LI;0;STUECK;1;;10,2;18,9;0;0;NEUTRIK;7613187005039;C118;;1;0,033;0,03;85366990990;;100;500;Ja;
NAUSB-3;USB-Einbauverbinder;USB Chassis Connector;0342500;4;8;NEUHEIT;LI;0;STUECK;1;;7,2;12,99;0;0;NEUTRIK;7613187009136;C125;;1;0,037;0,034;85366990990;;100;0;Nein;
NAUSBW;USB-Einbauverbinder;USB Chassis Connector;0348650;4;8;STANDARD;LI;0;STUECK;1;;4,5;7,99;0;0;NEUTRIK;7613187005008;C125;;1;0,033;0,03;85366990990;NAUSBWB;100;500;Ja;
NAUSBWB;USB-Einbauverbinder;USB Chassis Connector;0348660;4;8;STANDARD;LI;0;STUECK;1;;4,8;8,99;0;0;NEUTRIK;7613187005015;C125;;1;0,033;0,03;85366990990;NAUSBW;100;500;Ja;
NBB-75DFGX;BNC-Einbaubuchse;BNC Chassis Jack;0344880;4;8;NEUHEIT;LI;0;STUECK;1;;6,8;12,49;0;0;NEUTRIK;4007754264586;C155;;1;0,031;0,029;85366910000;;100;500;Nein;
NBB-75DFI;BNC-Einbaubuchse;BNC Chassis Jack;0346450;4;8;STANDARD;LI;0;STUECK;1;;6,6;11,99;0;0;NEUTRIK;4007754160154;C155;;1;0,028;0,027;85366910000;;100;500;Ja;
NBB-75DFIB;BNC-Einbaubuchse;BNC Chassis Jack;0346460;4;8;STANDARD;LI;0;STUECK;1;;6,9;12,49;0;0;NEUTRIK;4007754160161;C155;;1;0,028;0,026;85366910000;;100;500;Ja;
NBB-75DFIX;BNC-Einbaubuchse;BNC Chassis Jack;0344870;4;8;NEUHEIT;LI;0;STUECK;1;;7,2;12,99;0;0;NEUTRIK;4007754264579;C155;;1;0,028;0,026;85366910000;;100;0;Nein;
NBB-75FG;BNC-Verbinder;BNC Connector;0346470;4;8;STANDARD;LI;0;STUECK;1;;5,65;10,49;0;0;NEUTRIK;4007754160178;C155;;1;0,018;0,016;85366910000;;100;500;Ja;
NBB-75FI;BNC-Verbinder;BNC Connector;0346510;4;8;STANDARD;LI;0;STUECK;1;;5,4;9,99;0;0;NEUTRIK;4007754165159;C155;;1;0,015;0,014;85366910000;;100;1.000;Ja;
NBNC-75BDD6X;BNC-Stecker;BNC Plug;0343730;4;8;NEUHEIT;LI;0;STUECK;1;;2,4;4,49;0;0;NEUTRIK;7613187009501;C154;;1;0,015;0,012;85366990990;;100;1;Nein;
NBNC-75BFG7;BNC-Stecker;BNC Plug;0346480;4;8;STANDARD;LI;0;STUECK;1;;2,15;3,89;0;0;NEUTRIK;7613187004865;C154;;1;0,015;0,012;85366910000;;100;500;Ja;
NBNC-75BFG7X;BNC-Stecker;BNC Plug;0343450;4;8;NEUHEIT;LI;0;STUECK;1;;2,4;4,49;0;0;NEUTRIK;7613187009518;C154;;1;0,014;0,011;85366910000;;100;0;Nein;
NBNC-75BLP7;BNC-Stecker;BNC Plug;0346330;4;8;STANDARD;LI;0;STUECK;1;;2,15;3,89;0;0;NEUTRIK;7613187004872;C154;;1;0,015;0,012;85366910000;;100;500;Ja;
NBNC-75BLP7X;BNC-Stecker;BNC Plug;0343350;4;8;NEUHEIT;LI;0;STUECK;1;;2,4;4,49;0;0;NEUTRIK;7613187009525;C154;;1;0,015;0,012;85366910000;;100;0;Nein;
NBNC-75BTS11;BNC-Stecker;BNC Plug;0348920;4;8;STANDARD;LI;0;STUECK;1;;2,15;3,89;0;0;NEUTRIK;7613187002526;C154;;1;0,015;0,012;85366910000;;100;500;Ja;
NC-1524;BNC/Cinch-Adapter;BNC Cinch Adaptor;0060970;4;6;STANDARD;CN;0;STUECK;1;USD;1,3;3,09;0;0;MONACOR;4007754017830;C154;;1;0,008;0,008;85366910000;;100;2.500;Nein;
NC-1524G;BNC/Cinch-Adapter;BNC/RCA Coupler;0062830;4;6;STANDARD;TW;0;STUECK;1;USD;2,2;5,29;0;0;MONACOR;4007754057973;C154;;1;0,013;0,008;85366910000;;100;2.000;Nein;
NC-3FDL1;XLR-Einbaubuchse;XLR Jack;0344690;4;8;STANDARD;LI;0;STUECK;1;;3,7;6,79;0;0;NEUTRIK;4007754097191;C138;;1;0,024;0,022;85366990990;;100;500;Ja;
NC-3FDL1BAG;XLR-Einbaubuchse;XLR Jack;0344540;4;8;STANDARD;LI;0;STUECK;1;;3,85;7,29;0;0;NEUTRIK;4007754096903;C138;;1;0,024;0,022;85366990990;;100;500;Ja;
NC-3FDLX;XLR-Einbaubuchse;XLR Jack;0348020;4;8;STANDARD;LI;0;STUECK;1;;3,25;5,99;0;0;NEUTRIK;4007754198782;C138;;1;0,032;0,031;85366990990;;100;500;Ja;
NC-3FDLXBAG;XLR-Einbaubuchse;XLR Jack;0348030;4;8;STANDARD;LI;0;STUECK;1;;3,5;6,49;0;0;NEUTRIK;4007754198805;C138;;1;0,032;0,031;85366990990;;100;500;Ja;
NC-3FDS1B;XLR-Einbaubuchse;XLR Jack;0340320;4;8;STANDARD;LI;0;STUECK;1;;6,45;11,99;0;0;NEUTRIK;4007754233834;C138;;1;0,027;0,026;85366990990;;100;500;Ja;
